"Search Terms Report Jun 20 2012 - Jun 7 2013 (Jun 20, 2012-Jun 7, 2013)"
Match type	Search term	Added/Excluded	Campaign	Ad group	Clicks	Impressions	CTR	Avg. CPC	Cost	Avg. position	Conv. (1-per-click)
broad	what do ning sites look like	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	4.59	4.59	1.0	0
broad	list of ning sites	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	5	20.00%	2.72	2.72	2.2	0
broad	sites like ning free	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.77	1.77	1.0	0
broad	ning like free sites	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	1.04	1.04	1.0	0
broad	site like ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.80	1.80	1.0	0
broad	social networking sites powered by ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	1.62	1.62	2.0	0
broad	spiritual mini ning site to see how it looks	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.33	1.33	2.0	0
broad	best ning sites	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	4	25.00%	2.53	2.53	1.0	0
broad	sites like ning but free	Added	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	2	5	40.00%	0.96	1.92	1.0	1
broad	sites like ning	Added	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	21	143	14.69%	0.91	19.09	1.0	0
broad	ning like sites with unlimited membership	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	2	1	200.00%	0.80	1.60	1.0	0
broad	top ning sites	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.82	2.82	1.0	0
broad	is there anymore ning art sites like dolldreams	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.81	1.81	2.0	0
broad	kickapps competition	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	3.08	3.08	1.0	0
broad	another site like ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.92	1.92	1.0	0
broad	new social networking sites	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	6	16.67%	2.05	2.05	1.7	0
broad	gay ning sites	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.69	2.69	4.0	0
broad	free social site builder similar to ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	4.45	4.45	1.0	0
broad	sites similar to ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	3	8	37.50%	1.17	3.50	1.0	0
broad	free social networking sites like ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.25	2.25	1.0	0
broad	ning custom sites	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	1.49	1.49	1.0	0
broad	ning roleplay sites	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	9	11.11%	2.33	2.33	1.0	0
broad	free sites like ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	2	3	66.67%	0.99	1.98	1.0	0
broad	rivals to ning websites	Added	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	0.91	0.91	1.0	0
broad	free website with a community platform like ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.22	1.22	1.0	0
broad	top sites like ning 2012	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	3.11	3.11	1.0	0
broad	sites like patriotpage ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	5	20.00%	1.67	1.67	1.0	0
broad	websites similar to ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.34	1.34	1.0	0
broad	social networking sites like ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	1.69	1.69	1.0	0
broad	paid social community sites like ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	0.78	0.78	1.0	0
broad (session-based)	kick apps	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	4.32	4.32	1.0	0
broad (session-based)	kickapps com	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	3.97	3.97	1.0	0
broad (session-based)	free group sites	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.96	2.96	1.0	0
broad (session-based)	kickapps	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	2	4	50.00%	4.01	8.02	1.0	0
broad (session-based)	create a free website like facebook	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.81	1.81	1.0	0
broad (session-based)	build a social website	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	5.21	5.21	2.0	0
broad (session-based)	buddypress competitors	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.29	2.29	1.0	0
phrase	mein video ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.27	1.27	2.0	0
phrase	ning shaenglish11	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.70	1.70	1.0	0
phrase	http api ning files w9vvaew7a ssss	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.99	1.99	1.0	0
phrase	online investors ning ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	2	16	12.50%	2.93	5.86	5.5	0
phrase	ning social network site	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.41	1.41	3.0	0
phrase	custom ning templates	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.10	2.10	3.0	0
phrase	business contractors ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	5	8	62.50%	2.32	11.59	2.0	0
phrase	www ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	18	5.56%	1.11	1.11	1.7	0
phrase	miembros ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	5	6	83.33%	2.19	10.97	2.0	0
phrase	anggota ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.00	2.00	2.0	0
phrase	cell ning network	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	7.62	7.62	2.0	0
phrase	www jamlear ning co uk	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	4	25.00%	1.69	1.69	1.0	0
phrase	thisizgame ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	1.00	1.00	1.0	0
phrase	marriage ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	3	5	60.00%	2.26	6.78	2.0	0
phrase	earthisnowsecure ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	0.93	0.93	1.0	0
phrase	ning 2012	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.13	2.13	1.0	0
phrase	divine connections ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	5.00	5.00	1.0	0
phrase	http iantiqueonline ning com profile	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	4	25.00%	0.99	0.99	1.0	0
phrase	alternatives to ning 2012	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.57	1.57	1.0	0
phrase	tenage ning turtos	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	0.39	0.39	2.0	0
phrase	ning contact number	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	2	8	25.00%	2.48	4.95	1.0	0
phrase	ning networks list	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	3	33.33%	2.47	2.47	2.0	0
phrase	foreign business ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	3	33.33%	0.81	0.81	2.0	0
phrase	indigenous business ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	2	2	100.00%	1.33	2.66	1.0	0
phrase	www iamlea ning co uk	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	4	25.00%	1.53	1.53	1.0	0
phrase	gamato ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	0.79	0.79	1.0	0
phrase	ning mosberger	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	13	7.69%	3.00	3.00	1.0	0
phrase	are there any websites like ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.64	1.64	1.0	0
phrase	rick's place ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.57	2.57	1.0	0
phrase	ning glam social	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	3	26	11.54%	2.28	6.85	1.0	0
phrase	ning third party widgets	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	2.43	2.43	1.0	0
phrase	ning gifts	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.47	2.47	3.0	0
phrase	free wordpress plugin like ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	3.10	3.10	1.0	0
phrase	other platforms like ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.01	2.01	1.0	0
phrase	xnxx redtube ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	2	2	100.00%	0.51	1.02	1.5	0
phrase	aye ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	1.59	1.59	1.0	0
phrase	agregar ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	2	5	40.00%	2.90	5.81	2.0	0
phrase	ning cheap	Added	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.03	2.03	1.0	0
phrase	design ning sites	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	2	1	200.00%	4.41	8.82	2.0	0
phrase	tbd ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	2	55	3.64%	2.04	4.09	1.1	0
phrase	ning 2gb	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	3.01	3.01	1.0	0
phrase	ning websites	Added	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	3	10	30.00%	1.67	5.00	1.4	0
phrase	ning competitors 2013	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	3	33.33%	0.85	0.85	1.0	0
phrase	ning gay breath control	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.80	1.80	2.0	0
phrase	ning business community	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.61	1.61	1.0	0
phrase	how to make ning like facebook	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.83	2.83	1.0	0
phrase	ning spruz	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	9.17	9.17	1.0	0
phrase	daniel ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	6	16.67%	1.19	1.19	1.0	0
phrase	easy as breathing ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	9.95	9.95	1.0	0
phrase	fathers of catholic ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	0.75	0.75	6.0	0
phrase	catholic reverend fathers ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	5	20.00%	1.74	1.74	2.4	0
phrase	ning uk free	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.27	1.27	1.0	0
phrase	ning payment plans	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.76	2.76	1.0	0
phrase	flat classroom ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	4	25.00%	1.25	1.25	1.0	0
phrase	ning platform review	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	4	25.00%	1.69	1.69	1.3	0
phrase	http offenderhealth ning org	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.68	1.68	1.0	0
phrase	ning plugins	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	8	12.50%	2.77	2.77	1.0	0
phrase	if u get hit by light ning while holding on to multiple people will u die	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	8.21	8.21	1.0	0
phrase	ning search	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	2	10	20.00%	2.10	4.21	1.9	0
phrase	www staples64 ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	3.02	3.02	1.0	0
phrase	free version of ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	2.91	2.91	1.0	0
phrase	sw ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	1.83	1.83	1.0	0
phrase	social networking site free ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.83	1.83	2.0	0
phrase	new edexcel gce geography ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	8.20	8.20	1.0	0
phrase	registering a group of people to a ning social network	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.57	2.57	1.0	0
phrase	free ning alternatives	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.32	2.32	1.0	0
phrase	ning social website	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	2	2	100.00%	1.37	2.74	1.0	0
phrase	ning meetup	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.31	2.31	1.0	0
phrase	how much does a ning site cost	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	4.01	4.01	1.0	0
phrase	data ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	10.06	10.06	1.0	0
phrase	free ning style forums for teachers	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	6.01	6.01	1.0	0
phrase	ning pricing plans	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.90	2.90	1.0	0
phrase	badging api ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.33	2.33	1.0	0
phrase	ning panel	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	4.11	4.11	1.0	0
phrase	gospel city ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	0.99	0.99	2.0	0
phrase	ning groups search	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.75	2.75	1.0	0
phrase	madonna ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	1.81	1.81	2.0	0
phrase	relationship ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	5	9	55.56%	2.00	10.00	2.0	0
phrase	bombshell ning network	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	7	14.29%	1.87	1.87	1.0	0
phrase	vustudents ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	18	5.56%	1.57	1.57	1.9	0
phrase	bao an ning the gioi	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	3	33.33%	1.52	1.52	1.0	0
phrase	white label ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	0	0.00%	1.68	1.68	0.0	0
phrase	nng ning inc	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	5.00	5.00	1.0	0
phrase	women ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.90	2.90	1.0	0
phrase	htpp mccutcheon com ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	0.35	0.35	2.0	0
phrase	free ning alternative	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.24	2.24	1.0	0
phrase	ning admin	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.87	2.87	1.0	0
phrase	ning free completely free	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	2	1	200.00%	0.40	0.80	2.0	0
phrase	poll not showing on ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.07	2.07	1.0	0
phrase	ning database	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	5.00	5.00	1.0	0
phrase	ecrater ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	0.73	0.73	3.0	0
phrase	marketplace seesmic com plugins ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.21	1.21	4.0	0
phrase	sponsoring ning communities	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.51	1.51	1.0	0
phrase	what's better than ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	0.53	0.53	1.0	0
phrase	whitton ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	65	1.54%	1.62	1.62	1.2	0
phrase	ning boys	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	5	20.00%	1.55	1.55	1.0	0
phrase	alternatives to ning	Added	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	3	23	13.04%	2.50	7.49	1.0	1
phrase	ning and css	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.19	1.19	1.0	0
phrase	free ning site	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.20	1.20	1.0	0
phrase	valencia ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	2.72	2.72	2.0	0
phrase	ning review 2012	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	5.55	5.55	1.0	0
phrase	ning billing	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	0.80	0.80	1.0	0
phrase	ning versus social engine	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	8.49	8.49	1.0	0
phrase	ashok ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.05	2.05	1.0	0
phrase	tths ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	0.38	0.38	2.0	0
phrase	websites like ning but free	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	0.85	0.85	1.0	0
phrase	websites like ning free	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	0.93	0.93	1.0	0
phrase	start your own ning site	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.75	1.75	2.0	0
phrase	mineral resources ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	4	8	50.00%	1.66	6.66	1.3	0
phrase	ning network examples	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	4.19	4.19	2.0	0
phrase	social network theme ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	1.91	1.91	2.0	0
phrase	lya compositores ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.89	2.89	1.0	0
phrase	tolimoli ning com	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	3	33.33%	0.45	0.45	1.0	0
phrase	camelot 1 ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.85	2.85	1.0	0
phrase	retroswagdesigns ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	0.63	0.63	1.0	0
phrase	ning make money	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.28	2.28	1.0	0
phrase	synagogue ning site	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	2	1	200.00%	10.02	20.04	1.0	0
phrase	replacement for ning networks	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.94	1.94	2.0	0
phrase	http ning it hrvh	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	1.39	1.39	1.0	0
phrase	ning import users	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.58	2.58	1.0	0
phrase	randi ka ning han	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.36	1.36	1.0	0
phrase	ning glam media	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	3.18	3.18	1.0	0
phrase	design your own ning style website	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	1.85	1.85	4.0	0
phrase	irish tenor banjo ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.91	1.91	2.0	0
phrase	review of ning software	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.06	2.06	1.0	0
phrase	russian tv ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.00	2.00	3.0	0
phrase	ning and military	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.21	2.21	1.0	0
phrase	sample ning websites	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.11	1.11	2.0	0
phrase	wecare ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	3.26	3.26	1.0	0
phrase	ning 23nov2012 10apr2013	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	3.76	3.76	1.5	0
phrase	ning this site works wi	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	3	33.33%	1.16	1.16	2.7	0
phrase	ning names	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	4	25.00%	1.38	1.38	2.0	0
phrase	atlas forex ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.87	2.87	4.0	0
phrase	ning $19.99	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.60	2.60	1.0	0
phrase	ning go	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	0.77	0.77	2.0	0
phrase	ning toertol	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	4.42	4.42	1.0	0
phrase	ning source code	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	2.39	2.39	1.0	0
phrase	about free ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.15	1.15	5.0	0
phrase	ning design	Added	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	4.09	4.09	2.0	1
phrase	tick toc wakeup the morn ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.66	1.66	1.0	0
phrase	ning pricing	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	24	4.17%	1.58	1.58	1.0	0
phrase	ning cai md	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	3.90	3.90	1.0	0
phrase	free ning sites	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	3.85	3.85	1.0	0
phrase	ning networks	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	3	20	15.00%	5.99	17.96	2.0	0
phrase	gadgets for ning websites	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	7.71	7.71	1.0	0
phrase	chin ning chu	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	8	12.50%	2.58	2.58	2.1	0
phrase	native american ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.17	1.17	1.0	0
phrase	creators ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	15	6.67%	2.76	2.76	1.3	0
phrase	import ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.84	1.84	1.0	0
phrase	ning development group	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.19	1.19	1.0	0
phrase	ning branded video free trial	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.42	1.42	2.0	1
phrase	sianeh dennis with website liberian connection on ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	5.00	5.00	3.0	0
phrase	proappone ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.24	1.24	1.0	0
phrase	great ning sites	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	6.96	6.96	1.0	0
phrase	chile ning	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	3	10	30.00%	3.04	9.12	2.0	0
phrase	ning custom design	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	2.70	2.70	1.0	0
phrase	ning 30 day trial	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	2.14	2.14	1.0	0
phrase	reverend fathers ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	2	50.00%	1.93	1.93	1.0	0
phrase	social ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	3.23	3.23	1.0	0
phrase	မီးအိမ္ရွင္ ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	0.87	0.87	2.0	0
phrase	new like ning	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.58	1.58	1.0	0
phrase	ning network sites	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	5.00	5.00	2.0	0
phrase	ning mini	None	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	3	33.33%	1.60	1.60	1.0	0
phrase	ning boquete	Excluded	1 - SEM - Direct Response - Home Page	9 - Ad Group - Ning	1	1	100.00%	1.03	1.03	4.0	0
