"Search Terms Report Jun 20 2012 - Jun 7 2013 (Jun 20, 2012-Jun 7, 2013)"
Match type	Search term	Added/Excluded	Campaign	Ad group	Clicks	Impressions	CTR	Avg. CPC	Cost	Avg. position	Conv. (1-per-click)
broad	create your own social networking app	Excluded	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	3.29	3.29	2.0	0
broad	creating a social network site	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	4	13	30.77%	4.40	17.61	2.6	0
broad	a website that will help me create a popular social network	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	2.79	2.79	1.0	0
broad	how to make money on social media	Excluded	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	12	8.33%	3.84	3.84	3.9	0
broad	create a social network guide	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	3.19	3.19	3.0	0
broad	techical staff for building a social media website	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	4.52	4.52	2.0	0
broad	create social media profile amazon book	Excluded	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	2.26	2.26	1.0	0
broad	how do you make your own social networking website	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	2.96	2.96	2.0	0
broad	creating a social network with godaddy	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	1.75	1.75	3.0	0
broad	creating a gaming community	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	3	33.33%	4.08	4.08	1.0	0
broad	how to create a mobile community	Excluded	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	11	9.09%	2.67	2.67	3.1	0
broad	social q & a site	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	1.33	1.33	3.0	0
broad	how much does a social network creation cost	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	3.38	3.38	2.0	0
broad	coding to build social network site	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	4.22	4.22	2.0	0
broad	social community of creating and sharing breaking	Excluded	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	0.92	0.92	1.0	0
broad	creating a social site how to	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	2.53	2.53	1.0	0
broad	social networking for free	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	2	1	200.00%	4.10	8.20	3.0	0
broad	create a scoail netowrking site	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	0.90	0.90	1.0	0
broad	creating groups in a social networking sie	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	0.96	0.96	1.0	0
broad	outsource creation of social network	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	4.11	4.11	1.0	0
broad	how to create ads for social media	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	1.76	1.76	3.0	0
broad	how to start a social networking site for free	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	2	6	33.33%	3.86	7.72	1.5	0
broad	i want to create a social networking site for free	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	2.71	2.71	1.0	0
broad	how to create a networking social website	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	2	4	50.00%	3.20	6.40	1.5	0
broad	community solutions	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	6.46	6.46	1.5	0
broad	create a social network with wordpress	Excluded	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	5	20.00%	3.41	3.41	2.6	0
broad	free socal networks	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	4.54	4.54	1.0	0
broad	how do i create my own social networking site	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	2	4	50.00%	5.37	10.74	1.8	0
broad	social network platform	Added	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	10	142	7.04%	3.67	36.67	4.1	2
broad	how to make your own social networking website for free	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	3	17	17.65%	3.66	10.98	2.8	0
broad	can i create a social networking site with amazon	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	6.34	6.34	1.0	0
broad	how to start and social network site	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	2.86	2.86	1.0	0
broad	create free socail network	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	2.93	2.93	1.0	0
broad	how to start a social network site where you can make your own page	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	6.57	6.57	1.0	0
broad	how hard is it to start a social networking site	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	2.30	2.30	3.0	0
broad	creating your own social network	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	21	4.76%	3.11	3.11	2.1	0
broad	social network create	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	5	20.00%	2.41	2.41	2.0	0
broad	start up social network site	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	2.07	2.07	2.0	0
broad	how to make a fast social network site	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	4	25.00%	6.48	6.48	2.0	0
broad	make community website	Added	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	5.00	5.00	4.5	0
broad	creating a site like facebook	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	2	2	100.00%	7.23	14.46	1.0	0
broad	canyou make social networking with circlepad	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	1.63	1.63	2.0	0
broad	how to build your own social network	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	4	9	44.44%	2.60	10.39	1.6	0
broad	make social network and get paid	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	2.81	2.81	2.0	0
broad	free social group websites	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	3	33.33%	5.00	5.00	5.3	0
broad	top social networking sites make money	Excluded	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	2	1	200.00%	4.81	9.62	1.0	0
broad	social networking sites maker	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	5.64	5.64	2.0	0
broad	make asocial network	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	4.85	4.85	1.0	0
broad	setting up your own social networking site	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	3.13	3.13	1.0	0
broad	design my social networking site	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	3	33.33%	4.26	4.26	3.7	0
broad	social media content aggregation platform	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	5.16	5.16	9.0	0
broad	creating social networking websites	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	5.59	5.59	1.0	0
broad	how to create your own social networking site for free	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	3	6	50.00%	2.33	7.00	1.2	0
broad	best way to intergratesocial media platforms	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	7.56	7.56	3.0	0
broad	how to build a social network free	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	6.67	6.67	1.0	0
broad	social media site design	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	3	4	75.00%	4.59	13.78	1.3	0
broad	what does it take to build a social networking site	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	6.68	6.68	1.5	0
broad	design for social media	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	10	10.00%	1.19	1.19	2.2	0
broad	starting your social media platform business plan	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	2.00	2.00	2.0	0
broad	write about any few social media	Excluded	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	0.84	0.84	1.0	0
broad	build your social networking site	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	2	1	200.00%	7.18	14.36	1.0	0
broad	build an online community free	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	3.76	3.76	1.0	0
broad	how to start a booming network business	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	1.35	1.35	1.0	0
broad	social ticketing platform	Excluded	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	5.00	5.00	2.0	0
broad	make your own social network free	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	7	35	20.00%	4.41	30.84	1.7	0
broad	open source social network site php and mysql builder	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	5.10	5.10	1.0	0
broad	how to make a proper social networking site like facebook	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	2.90	2.90	2.0	0
broad	social networking sites creating software	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	1.97	1.97	1.0	0
broad	create your own video sharing community for free	Added	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	3	33.33%	5.00	5.00	3.3	1
broad	create free social community	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	2	3	66.67%	3.40	6.80	2.0	0
broad	create free online community	Added	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	6.84	6.84	2.0	0
broad	creating a social media	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	3.00	3.00	1.0	0
broad	social auction platform	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	8.66	8.66	1.0	0
broad	how to set up social networking sites	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	2.78	2.78	1.0	0
broad	create a social network in android	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	3.05	3.05	3.0	0
broad	how to start a social media website	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	9	56	16.07%	2.90	26.11	1.9	0
broad	how to start up a social network	Added	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	6	16.67%	2.09	2.09	2.2	0
broad	how to make social network like facebook	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	1.78	1.78	3.0	0
broad	create a entertainment social network website	Added	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	5.57	5.57	4.5	0
broad	create my own socialnetwork	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	1.93	1.93	3.5	0
broad	individualised social network platform	Added	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	4.99	4.99	2.0	0
broad	social networks created with ning	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	5.81	5.81	2.0	0
broad	create your own networking site in groups	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	5.69	5.69	1.0	0
broad	free community website	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	2.87	2.87	2.0	0
broad	lern to create networks from scratch	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	2.00	2.00	1.0	0
broad	start your own social networking site	Added	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	6	16	37.50%	3.18	19.06	1.8	1
broad	how to create a social networking app	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	4	26	15.38%	3.55	14.21	2.5	0
broad	how to make money off of your own social network	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	1.72	1.72	3.0	0
broad	create non free social network	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	2	1	200.00%	3.62	7.24	1.0	0
broad	build location based social networking app	Excluded	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	4.94	4.94	2.0	0
broad	how much does it cost to make a social networking site	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	3	6	50.00%	3.10	9.29	1.0	0
broad	date social networking 2012 site dating online community people ip	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	0.84	0.84	1.0	0
broad	how to make my own social networking site	Added	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	3	12	25.00%	2.89	8.66	2.3	1
broad	create a social networking site from scratch	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	2.53	2.53	2.0	0
broad	making money with social media infomercial	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	4.76	4.76	2.0	0
broad	build a social network website	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	5	13	38.46%	4.47	22.34	2.2	0
broad	build your ouw social network	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	3.41	3.41	3.0	0
broad	location based social networking builder	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	2.19	2.19	1.0	0
broad	community web sites chat and dating	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	12	8.33%	1.23	1.23	4.1	0
broad	how do social media sites generate revenue	Excluded	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	7.87	7.87	2.0	0
broad	how to create funding for a social media networking site	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	3.93	3.93	2.0	0
broad	set up a social care recruitment agency	Excluded	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	2.32	2.32	6.5	0
broad	create social media site in html	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	4.36	4.36	1.0	0
broad	social network start up sites	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	6	16.67%	3.33	3.33	1.3	0
broad	creating a social network music site	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	5.50	5.50	1.0	0
broad	foundation platform social networking website development very large scale huge millions audience free video	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	4.68	4.68	2.0	0
broad	how to make social networking sites like facebook	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	1.21	1.21	1.0	0
broad	how is a social networking site created	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	0.85	0.85	2.0	0
broad	design your own social network free	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	0.55	0.55	1.0	0
broad	things to know when owning social media websites	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	2.11	2.11	3.0	0
broad	website builder social networking	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	5	20.00%	5.11	5.11	2.0	0
broad	opensource social network platform software	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	2.58	2.58	3.0	0
broad	how to build a network	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	2	27	7.41%	3.45	6.90	1.7	0
broad	how to make a social networking affiliate site	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	3.41	3.41	1.0	0
broad	how to make money with your social networking site	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	3.09	3.09	1.0	0
broad	building a social networking site cost	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	2.07	2.07	2.0	0
broad	new social media platforms	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	26	3.85%	4.70	4.70	3.5	0
broad	how to create a website for social networking	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	4.69	4.69	3.0	0
broad	facebook utilise quelle plateforme des réseau sociaux	Excluded	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	5.99	5.99	1.0	0
broad	social networking website template	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	3.34	3.34	3.0	0
broad	how to get social login on my website	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	5.53	5.53	2.0	0
broad	create your own social community	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	3	33.33%	5.33	5.33	4.3	0
broad	creating contest on social networks	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	4.28	4.28	2.0	0
broad	social networking software	Added	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	8	425	1.88%	5.11	40.90	5.9	0
broad	build your own social networking site co uk	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	4.28	4.28	2.0	0
broad	build a professional social networking website	Added	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	3.83	3.83	5.0	1
broad	how to make your own social media icons	Excluded	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	9	11.11%	3.61	3.61	1.1	0
broad	a website that you can play social games online for free	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	5.00	5.00	2.0	0
broad	creating a social network website for free	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	3	33.33%	3.03	3.03	3.3	0
broad	how to create interest on social media	Excluded	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	2.02	2.02	2.0	0
broad	how to start a public social network	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	2.76	2.76	1.0	0
broad	open source social network platform 2012	Added	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	2	13	15.38%	3.95	7.90	4.0	1
broad	create an online social network for free	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	2	5	40.00%	2.06	4.12	2.6	0
broad	social media website platform	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	2	2	100.00%	3.44	6.88	2.5	0
broad	how to develop social network framework in php	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	1.71	1.71	1.0	0
broad	how do i create a social networking like facebook	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	3.51	3.51	2.0	0
broad	how to start social networking site	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	8	27	29.63%	4.49	35.95	1.8	0
broad	make your own social networking site	Added	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	2.86	2.86	2.0	0
broad	how to create a website like facebook	Added	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	17	240	7.08%	3.36	57.13	3.0	1
broad	how to make an online social network free	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	4.09	4.09	1.0	0
broad	how to build your social network	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	3	33.33%	5.89	5.89	1.0	0
broad	creating social media site	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	2.29	2.29	4.0	0
broad	free social networking site creator online	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	3.93	3.93	1.0	0
broad	سایت تخصصی مک بوک	Excluded	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	2.00	2.00	1.0	0
broad	a spain based invitation only private social networking website	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	3	33.33%	3.65	3.65	2.0	0
broad	social networking site code	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	5.16	5.16	2.0	0
broad	how can you create a social media site	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	3.47	3.47	3.0	0
broad	how to make your own social networking site free	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	4	15	26.67%	1.82	7.26	2.6	0
broad	cliquesters com	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	2	73	2.74%	1.73	3.46	2.0	0
broad	make good free social networking sites	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	4.03	4.03	3.5	0
broad	communities website	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	0	1	0.00%	0.00	0.00	3.0	0
broad	how to drive people to your social networking site	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	5.49	5.49	2.0	0
broad	i want to build a social networking website	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	5	9	55.56%	5.43	27.13	2.3	0
broad	build your own social network no terms of service	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	3.14	3.14	4.0	0
broad	start a community garden	Excluded	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	8	12.50%	3.97	3.97	2.5	0
broad	start creating my own social network for free	Added	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	3.41	3.41	2.0	1
broad	build social network with ruby on rails	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	6.79	6.79	2.0	0
broad	how to create a social website	Added	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	4	36	11.11%	3.98	15.94	1.9	0
broad	how to make weebly social network	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	1.21	1.21	1.0	0
broad	how to set up a social networking website	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	2	2	100.00%	4.16	8.33	1.5	0
broad	social media icon creator	Excluded	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	7.77	7.77	1.0	0
broad	social networking sites builder free uk	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	3.26	3.26	1.0	0
broad	startup own social network for free	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	3.54	3.54	1.0	0
broad	how to make money on social networking sites for free	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	3	33.33%	3.28	3.28	2.7	0
broad	high school social job searching website	Excluded	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	5.77	5.77	1.0	0
broad	create social network site software	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	4.29	4.29	2.0	0
broad	free sitecommunities online community	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	0.90	0.90	1.0	0
broad	soical netork psd	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	1.29	1.29	2.0	0
broad	how to make your social networking site popular	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	4	25.00%	6.29	6.29	1.0	0
broad	how to start a big march on social media	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	2	50.00%	2.65	2.65	1.0	0
broad	how to make backup job using sql server in network path	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	1.00	1.00	2.0	0
broad	social page builder	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	56	1.79%	3.90	3.90	2.3	0
broad	create a social network site	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	3	32	9.38%	3.00	9.00	3.1	0
broad	make a free online social networking site	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	4	9	44.44%	3.83	15.33	1.1	0
broad	design a kickass social networking service proposal	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	3.95	3.95	1.0	0
broad	create professional social networking website	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	6.62	6.62	1.0	0
broad	we will build your social network	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	3.33	3.33	4.0	0
broad	looking for someone to set up a social media website	None	9 - SEM - Direct Response - Mark Zuckerberg	1- Ad Group - Create Social Networking	1	1	100.00%	2.36	2.36	3.0	0
